Year,Latitude,Longitude,Quality Parameter
2009,18.5364165,84.208117,Salinity
2009,18.5364165,84.208117,Salinity
2009,18.5364165,84.208117,Salinity
2009,18.5364165,84.208117,Salinity
2009,18.5364165,84.208117,Salinity
2009,18.5364165,84.208117,Salinity
2009,18.5364165,84.208117,Salinity
2009,18.5364165,84.208117,Salinity
2009,18.5364165,84.208117,Salinity
2009,18.5364165,84.208117,Salinity
2009,18.5364165,84.208117,Salinity
2009,18.5364165,84.208117,Salinity
2009,18.701265,84.43351369999999,Salinity
2009,18.9811478,84.582481,Salinity
2009,18.8668799,83.5509886,Salinity
2009,18.6614321,83.3723711,Salinity
2009,18.6614321,83.3723711,Salinity
2009,18.6614321,83.3723711,Salinity
2009,18.5735047,83.3583654,Salinity
2009,18.5735047,83.3583654,Salinity
2009,18.5735047,83.3583654,Salinity
2009,18.5735047,83.3583654,Salinity
2009,18.5735047,83.3583654,Salinity
2009,18.5735047,83.3583654,Salinity
2009,18.5735047,83.3583654,Salinity
2009,18.5735047,83.3583654,Salinity
2009,18.5163848,83.20508629999999,Salinity
2009,18.4810595,83.5030216,Salinity
2009,18.3109597,83.25929839999999,Salinity
2009,18.3109597,83.25929839999999,Salinity
2009,18.3109597,83.25929839999999,Salinity
2009,18.3109597,83.25929839999999,Salinity
2009,18.3109597,83.25929839999999,Salinity
2009,18.2797697,83.3333474,Salinity
2009,18.2425128,83.34821459999999,Salinity
2009,18.2425128,83.34821459999999,Salinity
2009,18.2425128,83.34821459999999,Salinity
2009,18.2031702,83.44834829999999,Salinity
2009,18.2858395,83.5363359,Salinity
2009,18.2858395,83.5363359,Salinity
2009,18.2858395,83.5363359,Salinity
2009,18.3105327,83.56830099999999,Salinity
2009,18.0930405,83.5509886,Salinity
2009,18.0930405,83.5509886,Salinity
2009,18.0930405,83.5509886,Salinity
2009,18.0930405,83.5509886,Salinity
2009,18.0930405,83.5509886,Salinity
2009,18.0930405,83.5509886,Salinity
2009,18.0930405,83.5509886,Salinity
2009,18.0306541,83.4936905,Salinity
2009,18.0306541,83.4936905,Salinity
2009,18.0306541,83.4936905,Salinity
2009,18.0306541,83.4936905,Salinity
2009,18.0306541,83.4936905,Salinity
2009,18.0306541,83.4936905,Salinity
2009,18.0306541,83.4936905,Salinity
2009,18.0306541,83.4936905,Salinity
2009,16.156745,79.4303017,Fluoride
2009,16.0006488,79.45632499999999,Fluoride
2009,16.0006488,79.45632499999999,Fluoride
2009,16.0006488,79.45632499999999,Fluoride
2009,16.0006488,79.45632499999999,Fluoride
2009,16.0006488,79.45632499999999,Fluoride
2009,16.0006488,79.45632499999999,Fluoride
2009,16.0006488,79.45632499999999,Fluoride
2009,16.0006488,79.45632499999999,Fluoride
2009,16.0006488,79.45632499999999,Fluoride
2009,16.0006488,79.45632499999999,Fluoride
2009,16.0006488,79.45632499999999,Fluoride
2009,16.0006488,79.45632499999999,Fluoride
2009,16.0006488,79.45632499999999,Fluoride
2009,16.0006488,79.45632499999999,Fluoride
2009,16.0006488,79.45632499999999,Fluoride
2009,16.0006488,79.45632499999999,Fluoride
2009,15.9065871,79.57860529999999,Fluoride
2009,15.9065871,79.57860529999999,Fluoride
2009,15.9065871,79.57860529999999,Fluoride
2009,15.9065871,79.57860529999999,Fluoride
2009,15.9065871,79.57860529999999,Fluoride
2009,15.9065871,79.57860529999999,Fluoride
2009,15.9065871,79.57860529999999,Fluoride
2009,15.9065871,79.57860529999999,Fluoride
2009,15.8338958,79.4844499,Fluoride
2009,15.7361535,79.269125,Fluoride
2009,15.6505041,79.2281975,Fluoride
2009,15.6530904,79.4886679,Fluoride
2009,15.6530904,79.4886679,Fluoride
2009,15.6530904,79.4886679,Fluoride
2009,15.6530904,79.4886679,Fluoride
2009,15.6530904,79.4886679,Fluoride
2009,15.6530904,79.4886679,Fluoride
2009,15.6530904,79.4886679,Fluoride
2009,15.6530904,79.4886679,Fluoride
2009,15.6530904,79.4886679,Fluoride
2009,15.6530904,79.4886679,Fluoride
2009,15.6530904,79.4886679,Fluoride
2009,15.6530904,79.4886679,Fluoride
2009,15.6530904,79.4886679,Fluoride
2009,15.6530904,79.4886679,Fluoride
2009,15.6530904,79.4886679,Fluoride
2009,15.6530904,79.4886679,Fluoride
2009,15.6530904,79.4886679,Fluoride
2009,15.6530904,79.4886679,Fluoride
2009,15.6530904,79.4886679,Fluoride
2009,15.6530904,79.4886679,Fluoride
2009,15.6530904,79.4886679,Fluoride
2009,15.6530904,79.4886679,Fluoride
2009,15.6530904,79.4886679,Fluoride
2009,15.6530904,79.4886679,Fluoride
2009,15.6530904,79.4886679,Fluoride
2009,15.6530904,79.4886679,Fluoride
2009,15.6530904,79.4886679,Fluoride
2009,15.6530904,79.4886679,Fluoride
2009,15.6530904,79.4886679,Fluoride
2009,15.6530904,79.4886679,Fluoride
2009,15.6530904,79.4886679,Fluoride
2009,15.6530904,79.4886679,Fluoride
2009,15.6530904,79.4886679,Fluoride
2009,15.6530904,79.4886679,Fluoride
2009,15.6530904,79.4886679,Fluoride
2009,15.6530904,79.4886679,Fluoride
2009,15.6530904,79.4886679,Fluoride
2009,15.6530904,79.4886679,Fluoride
2009,15.6530904,79.4886679,Fluoride
2009,15.6530904,79.4886679,Fluoride
2009,15.6530904,79.4886679,Fluoride
2009,15.6530904,79.4886679,Fluoride
2009,15.6070347,79.6146273,Fluoride
2009,15.7699955,79.6794474,Fluoride
2009,15.7699955,79.6794474,Fluoride
2009,15.7699955,79.6794474,Fluoride
2009,15.8027908,79.8338761,Fluoride
2009,15.8027908,79.8338761,Fluoride
2009,15.8027908,79.8338761,Fluoride
2009,15.8027908,79.8338761,Fluoride
2009,15.8027908,79.8338761,Fluoride
2009,15.8027908,79.8338761,Fluoride
2009,15.9946393,80.0243251,Fluoride
2009,15.9946393,80.0243251,Fluoride
2009,15.9946393,80.0243251,Fluoride
2009,16.1381138,79.9584397,Fluoride
2009,16.1381138,79.9584397,Fluoride
2009,16.1381138,79.9584397,Fluoride
2009,16.1381138,79.9584397,Fluoride
2009,16.1381138,79.9584397,Fluoride
2009,15.99554,80.1721613,Salinity
2009,15.99554,80.1721613,Salinity
2009,15.5132517,79.65161400000001,Fluoride
2009,15.4047653,79.50671310000001,Fluoride
2009,15.4047653,79.50671310000001,Fluoride
2009,15.4047653,79.50671310000001,Fluoride
2009,15.4047653,79.50671310000001,Fluoride
2009,15.4047653,79.50671310000001,Fluoride
2009,15.4047653,79.50671310000001,Fluoride
2009,15.4047653,79.50671310000001,Fluoride
2009,15.4047653,79.50671310000001,Fluoride
2009,15.4047653,79.50671310000001,Fluoride
2009,15.4047653,79.50671310000001,Fluoride
2009,15.4047653,79.50671310000001,Fluoride
2009,15.4047653,79.50671310000001,Fluoride
2009,15.4047653,79.50671310000001,Fluoride
2009,15.4047653,79.50671310000001,Fluoride
2009,15.4047653,79.50671310000001,Fluoride
2009,15.4047653,79.50671310000001,Fluoride
2009,15.4047653,79.50671310000001,Fluoride
2009,15.4047653,79.50671310000001,Fluoride
2009,15.4047653,79.50671310000001,Fluoride
2009,15.4047653,79.50671310000001,Fluoride
2009,15.4047653,79.50671310000001,Fluoride
2009,15.4047653,79.50671310000001,Fluoride
2009,15.4603754,79.406382,Fluoride
2009,15.4603754,79.406382,Fluoride
2009,15.4603754,79.406382,Fluoride
2009,15.4603754,79.406382,Fluoride
2009,15.4603754,79.406382,Fluoride
2009,15.4603754,79.406382,Fluoride
2009,15.4603754,79.406382,Fluoride
2009,15.4603754,79.406382,Fluoride
2009,15.4603754,79.406382,Fluoride
2009,15.4603754,79.406382,Fluoride
2009,15.4603754,79.406382,Fluoride
2009,15.4603754,79.406382,Fluoride
2009,15.4603754,79.406382,Fluoride
2009,15.4603754,79.406382,Fluoride
2009,15.4603754,79.406382,Fluoride
2009,15.4603754,79.406382,Fluoride
2009,15.4603754,79.406382,Fluoride
2009,15.4603754,79.406382,Fluoride
2009,15.4603754,79.406382,Fluoride
2009,15.4603754,79.406382,Fluoride
2009,15.4603754,79.406382,Fluoride
2009,15.4603754,79.406382,Fluoride
2009,15.4603754,79.406382,Fluoride
2009,15.4603754,79.406382,Fluoride
2009,15.4603754,79.406382,Fluoride
2009,15.4603754,79.406382,Fluoride
2009,15.4603754,79.406382,Fluoride
2009,15.4603754,79.406382,Fluoride
2009,15.4603754,79.406382,Fluoride
2009,15.4603754,79.406382,Fluoride
2009,15.4603754,79.406382,Fluoride
2009,15.4603754,79.406382,Fluoride
2009,15.4603754,79.406382,Fluoride
2009,15.4603754,79.406382,Fluoride
2009,15.4603754,79.406382,Fluoride
2009,15.4603754,79.406382,Fluoride
2009,15.2114456,79.1557874,Fluoride
2009,15.2114456,79.1557874,Fluoride
2009,15.2114456,79.1557874,Fluoride
2009,15.2114456,79.1557874,Fluoride
2009,15.2114456,79.1557874,Fluoride
2009,15.2114456,79.1557874,Fluoride
2009,15.2114456,79.1557874,Fluoride
2009,15.2114456,79.1557874,Fluoride
2009,15.2114456,79.1557874,Fluoride
2009,15.2114456,79.1557874,Fluoride
2009,15.2114456,79.1557874,Fluoride
2009,15.2114456,79.1557874,Fluoride
2009,15.2114456,79.1557874,Fluoride
2009,15.2114456,79.1557874,Fluoride
2009,15.2114456,79.1557874,Fluoride
2009,15.2114456,79.1557874,Fluoride
2009,15.2114456,79.1557874,Fluoride
2009,15.2114456,79.1557874,Fluoride
2009,15.2114456,79.1557874,Fluoride
2009,15.2114456,79.1557874,Fluoride
2009,15.2114456,79.1557874,Fluoride
2009,15.2114456,79.1557874,Fluoride
2009,15.2114456,79.1557874,Fluoride
2009,15.2114456,79.1557874,Fluoride
2009,15.2114456,79.1557874,Fluoride
2009,15.3415051,79.3454996,Fluoride
2009,15.3415051,79.3454996,Fluoride
2009,15.3415051,79.3454996,Fluoride
2009,15.3415051,79.3454996,Fluoride
2009,15.3415051,79.3454996,Fluoride
2009,15.3415051,79.3454996,Fluoride
2009,15.3415051,79.3454996,Fluoride
2009,15.3415051,79.3454996,Fluoride
2009,15.3415051,79.3454996,Fluoride
2009,15.3415051,79.3454996,Fluoride
2009,15.3415051,79.3454996,Fluoride
2009,15.3415051,79.3454996,Fluoride
2009,15.3415051,79.3454996,Fluoride
2009,15.3415051,79.3454996,Fluoride
2009,15.3415051,79.3454996,Fluoride
2009,15.3415051,79.3454996,Fluoride
2009,15.3415051,79.3454996,Fluoride
2009,15.3415051,79.3454996,Fluoride
2009,15.3415051,79.3454996,Fluoride
2009,15.3415051,79.3454996,Fluoride
2009,15.3415051,79.3454996,Fluoride
2009,15.3415051,79.3454996,Fluoride
2009,15.3415051,79.3454996,Fluoride
2009,15.3415051,79.3454996,Fluoride
2009,15.3415051,79.3454996,Fluoride
2009,15.3415051,79.3454996,Fluoride
2009,15.3415051,79.3454996,Fluoride
2009,15.3415051,79.3454996,Fluoride
2009,15.3415051,79.3454996,Fluoride
2009,15.3415051,79.3454996,Fluoride
2009,15.3415051,79.3454996,Fluoride
2009,15.3415051,79.3454996,Fluoride
2009,15.2766713,79.5725477,Fluoride
2009,15.2766713,79.5725477,Fluoride
2009,15.2766713,79.5725477,Fluoride
2009,15.2766713,79.5725477,Fluoride
2009,15.2766713,79.5725477,Fluoride
2009,15.2766713,79.5725477,Fluoride
2009,15.2766713,79.5725477,Fluoride
2009,15.2766713,79.5725477,Fluoride
2009,15.2766713,79.5725477,Fluoride
2009,15.2766713,79.5725477,Fluoride
2009,15.2766713,79.5725477,Fluoride
2009,15.2766713,79.5725477,Fluoride
2009,15.2766713,79.5725477,Fluoride
2009,15.2766713,79.5725477,Fluoride
2009,15.2766713,79.5725477,Fluoride
2009,15.2766713,79.5725477,Fluoride
2009,15.6394647,80.11145119999999,Fluoride
2009,15.6394647,80.11145119999999,Fluoride
2009,15.0960348,79.4113072,Fluoride
2009,15.0960348,79.4113072,Fluoride
2009,15.0960348,79.4113072,Fluoride
2009,15.0960348,79.4113072,Fluoride
2009,15.0960348,79.4113072,Fluoride
2009,15.0960348,79.4113072,Fluoride
2009,15.0960348,79.4113072,Fluoride
2009,15.0960348,79.4113072,Fluoride
2009,15.0960348,79.4113072,Fluoride
2009,15.0960348,79.4113072,Fluoride
2009,15.0960348,79.4113072,Fluoride
2009,15.0960348,79.4113072,Fluoride
2009,15.0960348,79.4113072,Fluoride
2009,15.0960348,79.4113072,Fluoride
2009,15.0960348,79.4113072,Fluoride
2009,15.0960348,79.4113072,Fluoride
2009,15.0960348,79.4113072,Fluoride
2009,15.0960348,79.4113072,Fluoride
2009,15.0960348,79.4113072,Fluoride
2009,15.0960348,79.4113072,Fluoride
2009,15.0960348,79.4113072,Fluoride
2009,15.0960348,79.4113072,Fluoride
2009,15.0960348,79.4113072,Fluoride
2009,15.0960348,79.4113072,Fluoride
2009,15.0960348,79.4113072,Fluoride
2009,15.0960348,79.4113072,Fluoride
2009,15.0960348,79.4113072,Fluoride
2009,15.0960348,79.4113072,Fluoride
2009,15.0960348,79.4113072,Fluoride
2009,15.0960348,79.4113072,Fluoride
2009,14.9131806,79.9929798,Salinity
2009,14.7373436,79.9584397,Fluoride
2009,14.7373436,79.9584397,Salinity
2009,14.7373436,79.9584397,Salinity
2009,14.7373436,79.9584397,Salinity
2009,14.5718811,79.4060896,Fluoride
2009,15.8656956,78.3856447,Fluoride
2009,15.8160453,78.027576,Fluoride
2009,15.7162488,77.5934621,Fluoride
2009,15.7162488,77.5934621,Fluoride
2009,15.7441247,77.35397739999999,Fluoride
2009,15.6322227,77.2728368,Fluoride
2009,15.6322227,77.2728368,Fluoride
2009,15.6322227,77.2728368,Fluoride
2009,15.6322227,77.2728368,Fluoride
2009,15.6322227,77.2728368,Fluoride
2009,15.4756708,77.3884251,Salinity
2009,15.4756708,77.3884251,Fluoride
2009,15.4756708,77.3884251,Fluoride
2009,15.539518,77.54904479999999,Fluoride
2009,15.539518,77.54904479999999,Fluoride
2009,15.539518,77.54904479999999,Fluoride
2009,15.539518,77.54904479999999,Fluoride
2009,15.4785694,78.4830934,Salinity
2009,15.4785694,78.4830934,Salinity
2009,15.4785694,78.4830934,Salinity
2009,15.4785694,78.4830934,Salinity
2009,15.4785694,78.4830934,Fluoride
2009,15.6916334,78.4119492,Salinity
2009,15.6916334,78.4119492,Fluoride
2009,14.9639686,78.5916335,Fluoride
2009,14.9639686,78.5916335,Salinity
2009,15.2055555,78.44819559999999,Fluoride
2009,15.3565868,78.41692499999999,Salinity
2009,15.3565868,78.41692499999999,Salinity
2009,15.3565868,78.41692499999999,Fluoride
2009,15.3565868,78.41692499999999,Fluoride
2009,15.2304101,78.31736409999999,Fluoride
2009,15.31422,77.54402879999999,Salinity
2009,15.31422,77.54402879999999,Salinity
2009,17.0732998,78.1906417,Fluoride
2009,17.1473513,78.2889005,Fluoride
2009,17.1473513,78.2889005,Fluoride
2009,17.1473513,78.2889005,Fluoride
