Year,Latitude,Longitude,Quality Parameter
2009,17.228882,82.1917556,Salinity
2009,17.228882,82.1917556,Fluoride
2009,17.228882,82.1917556,Salinity
2009,17.228882,82.1917556,Salinity
2009,17.228882,82.1917556,Salinity
2009,17.228882,82.1917556,Fluoride
2009,17.436699,81.7759679,Salinity
2009,17.3644905,81.6795209,Fluoride
2009,16.9135908,81.81826629999999,Salinity
2009,16.9135908,81.81826629999999,Salinity
2009,16.9135908,81.81826629999999,Salinity
2009,16.9135908,81.81826629999999,Salinity
2009,16.9135908,81.81826629999999,Salinity
2009,16.8372408,82.03254009999999,Salinity
2009,16.6020356,81.80769339999999,Salinity
2009,17.2027004,81.3199996,Salinity
2009,17.0696809,80.9875964,Salinity
2009,17.1286919,81.2322145,Salinity
2009,16.6912107,81.7062103,Salinity
2009,16.4808462,81.7828033,Salinity
2009,16.4808462,81.7828033,Salinity
2009,16.6547241,81.74451669999999,Salinity
2009,16.6547241,81.74451669999999,Salinity
2009,16.6547241,81.74451669999999,Salinity
2009,16.6437416,81.65282189999999,Salinity
2009,16.6437416,81.65282189999999,Salinity
2009,16.6437416,81.65282189999999,Salinity
2009,17.2478932,81.6432353,Salinity
2009,16.8101873,81.10650550000001,Salinity
2009,16.7571731,81.67996289999999,Salinity
2009,16.636955,81.0333941,Salinity
2009,16.5896425,81.7622951,Salinity
2009,17.0228939,81.2104952,Salinity
2009,17.0228939,81.2104952,Salinity
2009,16.544893,81.521241,Salinity
2009,16.544893,81.521241,Fluoride
2009,16.544893,81.521241,Fluoride
2009,16.544893,81.521241,Fluoride
2009,16.544893,81.521241,Fluoride
2009,16.279628,80.8668369,Salinity
2009,16.279628,80.8668369,Salinity
2009,16.279628,80.8668369,Fluoride
2009,16.279628,80.8668369,Salinity
2009,16.1905457,81.1361543,Salinity
2009,16.1905457,81.1361543,Salinity
2009,16.1905457,81.1361543,Salinity
2009,16.1905457,81.1361543,Salinity
2009,16.2579279,81.1444264,Salinity
2009,16.2579279,81.1444264,Salinity
2009,16.2579279,81.1444264,Salinity
2009,16.2579279,81.1444264,Salinity
2009,16.2579279,81.1444264,Salinity
2009,16.2579279,81.1444264,Salinity
2009,16.2579279,81.1444264,Salinity
2009,16.2579279,81.1444264,Salinity
2009,16.2579279,81.1444264,Salinity
2009,16.2579279,81.1444264,Salinity
2009,16.2579279,81.1444264,Salinity
2009,16.2579279,81.1444264,Salinity
2009,16.2579279,81.1444264,Salinity
2009,16.2579279,81.1444264,Salinity
2009,16.2579279,81.1444264,Salinity
2009,16.2579279,81.1444264,Salinity
2009,16.3702568,81.271423,Salinity
2009,16.3702568,81.271423,Salinity
2009,16.3702568,81.271423,Salinity
2009,16.3702568,81.271423,Salinity
2009,16.3702568,81.271423,Salinity
2009,16.3702568,81.271423,Salinity
2009,16.3702568,81.271423,Salinity
2009,16.4198423,81.1113328,Salinity
2009,16.4198423,81.1113328,Salinity
2009,16.3746415,81.3564411,Salinity
2009,16.5556876,79.63617479999999,Fluoride
2009,16.5556876,79.63617479999999,Salinity
2009,16.5556876,79.63617479999999,Fluoride
2009,16.5556876,79.63617479999999,Fluoride
2009,16.5556876,79.63617479999999,Fluoride
2009,16.5953572,79.7315747,Fluoride
2009,16.5953572,79.7315747,Fluoride
2009,16.5953572,79.7315747,Fluoride
2009,18.0180837,78.2404947,Fluoride
2009,18.0180837,78.2404947,Fluoride
2009,18.0180837,78.2404947,Fluoride
2009,16.5729831,80.3575128,Salinity
2009,16.5729831,80.3575128,Salinity
2009,16.5729831,80.3575128,Salinity
2009,16.5256505,80.4688061,Salinity
2009,16.5256505,80.4688061,Salinity
2009,16.5256505,80.4688061,Salinity
2009,16.5256505,80.4688061,Salinity
2009,16.5256505,80.4688061,Salinity
2009,16.5256505,80.4688061,Salinity
2009,16.5256505,80.4688061,Salinity
2009,16.4349096,80.56876919999999,Salinity
2009,16.4349096,80.56876919999999,Salinity
2009,16.4199857,80.4521216,Salinity
2009,16.471332,80.2549918,Fluoride
2009,16.3944043,80.1512317,Salinity
2009,16.3944043,80.1512317,Fluoride
2009,16.3944043,80.1512317,Fluoride
2009,16.3944043,80.1512317,Fluoride
2009,16.3944043,80.1512317,Fluoride
2009,16.3944043,80.1512317,Fluoride
2009,16.3944043,80.1512317,Salinity
2009,16.3944043,80.1512317,Fluoride
2009,16.3944043,80.1512317,Fluoride
2009,19.2999254,78.4055514,Fluoride
2009,19.09784,78.7802054,Fluoride
2009,19.09784,78.7802054,Fluoride
2009,19.115557,78.99951539999999,Fluoride
2009,19.115557,78.99951539999999,Fluoride
2009,19.115557,78.99951539999999,Fluoride
2009,19.115557,78.99951539999999,Fluoride
2009,18.9987339,79.1543232,Fluoride
2009,19.1013018,79.84508,Fluoride
2009,18.9480136,79.0947884,Fluoride
2009,18.9480136,79.0947884,Fluoride
2009,18.9480136,79.0947884,Fluoride
2009,18.9480136,79.0947884,Fluoride
2009,18.9480136,79.0947884,Fluoride
2009,18.9480136,79.0947884,Fluoride
2009,18.9480136,79.0947884,Fluoride
2009,18.9480136,79.0947884,Fluoride
2009,18.9480136,79.0947884,Fluoride
2009,18.7518652,79.5133701,Fluoride
2009,18.4837178,79.5294318,Fluoride
2009,18.3057497,79.49007379999999,Fluoride
2009,18.3057497,79.49007379999999,Fluoride
2009,18.7922131,79.0574436,Fluoride
2009,18.7922131,79.0574436,Fluoride
2009,18.7922131,79.0574436,Fluoride
2009,18.6293432,78.9033627,Fluoride
2009,18.6293432,78.9033627,Fluoride
2009,18.6293432,78.9033627,Fluoride
2009,18.6293432,78.9033627,Fluoride
2009,18.6293432,78.9033627,Fluoride
2009,18.6293432,78.9033627,Fluoride
2009,18.6293432,78.9033627,Fluoride
2009,18.6293432,78.9033627,Fluoride
2009,18.6293432,78.9033627,Fluoride
2009,18.6293432,78.9033627,Fluoride
2009,18.6293432,78.9033627,Fluoride
2009,18.6293432,78.9033627,Fluoride
2009,18.6293432,78.9033627,Fluoride
2009,18.6293432,78.9033627,Fluoride
2009,18.6293432,78.9033627,Fluoride
2009,18.6293432,78.9033627,Fluoride
2009,18.6293432,78.9033627,Fluoride
2009,18.2890746,79.4738821,Fluoride
2009,18.2890746,79.4738821,Fluoride
2009,18.2890746,79.4738821,Fluoride
2009,18.2890746,79.4738821,Fluoride
2009,18.2890746,79.4738821,Fluoride
2009,18.3528598,79.4155285,Fluoride
2009,18.3528598,79.4155285,Fluoride
2009,18.4385553,79.1288412,Fluoride
2009,18.4385553,79.1288412,Fluoride
2009,18.4385553,79.1288412,Fluoride
2009,18.5865246,79.0590594,Fluoride
2009,18.3965056,78.8185859,Fluoride
2009,16.3944043,80.1512317,Salinity
2009,16.4851565,79.89005519999999,Fluoride
2009,16.4851565,79.89005519999999,Fluoride
2009,16.1827634,79.6782755,Fluoride
2009,16.1827634,79.6782755,Fluoride
2009,16.2373932,79.84648039999999,Salinity
2009,16.2373932,79.84648039999999,Fluoride
2009,16.3445906,80.3004177,Salinity
2009,16.3066525,80.4365402,Fluoride
2009,16.3066525,80.4365402,Fluoride
2009,16.3066525,80.4365402,Salinity
2009,16.3066525,80.4365402,Fluoride
2009,16.3066525,80.4365402,Fluoride
2009,16.3066525,80.4365402,Salinity
2009,16.3066525,80.4365402,Salinity
2009,16.3401979,80.491047,Fluoride
2009,16.2395313,80.64933959999999,Salinity
2009,16.2006845,80.5285648,Salinity
2009,16.1817741,80.3352364,Fluoride
2009,16.1817741,80.3352364,Salinity
2009,16.1817741,80.3352364,Salinity
2009,16.1666789,80.2279488,Fluoride
2009,16.2341495,79.77923659999999,Fluoride
2009,16.2341495,79.77923659999999,Fluoride
2009,16.2341495,79.77923659999999,Fluoride
2009,16.2341495,79.77923659999999,Fluoride
2009,16.1037913,79.8170675,Fluoride
2009,16.1037913,79.8170675,Fluoride
2009,16.1037913,79.8170675,Fluoride
2009,16.0568398,79.7453318,Fluoride
2009,16.0568398,79.7453318,Fluoride
2009,16.0568398,79.7453318,Fluoride
2009,16.0568398,79.7453318,Fluoride
2009,16.0568398,79.7453318,Fluoride
2009,16.0568398,79.7453318,Fluoride
2009,16.0568398,79.7453318,Fluoride
2009,15.926779,79.7420906,Fluoride
2009,15.926779,79.7420906,Fluoride
2009,15.926779,79.7420906,Fluoride
2009,15.926779,79.7420906,Fluoride
2009,15.926779,79.7420906,Fluoride
2009,15.926779,79.7420906,Fluoride
2009,15.926779,79.7420906,Fluoride
2009,15.926779,79.7420906,Salinity
2009,15.926779,79.7420906,Fluoride
2009,15.926779,79.7420906,Fluoride
2009,15.926779,79.7420906,Fluoride
2009,15.926779,79.7420906,Fluoride
2009,16.0948008,80.1656205,Salinity
2009,16.0948008,80.1656205,Salinity
2009,16.0948008,80.1656205,Fluoride
2009,16.0948008,80.1656205,Salinity
2009,16.1191558,80.6590494,Fluoride
2009,15.9055019,80.6682428,Salinity
2009,18.3110048,78.5689242,Fluoride
2009,18.3110048,78.5689242,Fluoride
2009,18.3110048,78.5689242,Fluoride
2009,18.3110048,78.5689242,Fluoride
2009,18.3110048,78.5689242,Fluoride
2009,18.3110048,78.5689242,Fluoride
2009,18.3110048,78.5689242,Fluoride
2009,18.3110048,78.5689242,Fluoride
2009,18.3110048,78.5689242,Fluoride
2009,18.3110048,78.5689242,Fluoride
2009,18.3110048,78.5689242,Fluoride
2009,18.2785846,78.7107731,Fluoride
2009,18.2785846,78.7107731,Fluoride
2009,18.2785846,78.7107731,Fluoride
2009,18.2785846,78.7107731,Fluoride
2009,18.2558886,79.02212569999999,Fluoride
2009,18.2558886,79.02212569999999,Fluoride
2009,18.918023,78.6185941,Fluoride
2009,18.2847402,79.297258,Fluoride
2009,18.2847402,79.297258,Fluoride
2009,18.2847402,79.297258,Fluoride
2009,18.2847402,79.297258,Fluoride
2009,18.2847402,79.297258,Fluoride
2009,18.2847402,79.297258,Fluoride
2009,18.2847402,79.297258,Fluoride
2009,18.2847402,79.297258,Fluoride
2009,18.2847402,79.297258,Fluoride
2009,18.2847402,79.297258,Fluoride
2009,18.2847402,79.297258,Fluoride
2009,18.2847402,79.297258,Fluoride
2009,18.1773734,79.52521569999999,Fluoride
2009,18.1773734,79.52521569999999,Fluoride
2009,18.1773734,79.52521569999999,Fluoride
2009,18.1773734,79.52521569999999,Fluoride
2009,18.1773734,79.52521569999999,Fluoride
2009,18.1723592,79.0955723,Fluoride
2009,18.1319643,79.2084565,Fluoride
2009,18.1319643,79.2084565,Fluoride
2009,18.1319643,79.2084565,Fluoride
2009,18.1319643,79.2084565,Fluoride
2009,18.1319643,79.2084565,Fluoride
2009,18.1319643,79.2084565,Fluoride
2009,18.1319643,79.2084565,Fluoride
2009,18.1319643,79.2084565,Fluoride
2009,18.1319643,79.2084565,Fluoride
2009,18.1319643,79.2084565,Fluoride
2009,18.1319643,79.2084565,Fluoride
2009,18.1319643,79.2084565,Fluoride
2009,18.1319643,79.2084565,Fluoride
2009,18.1319643,79.2084565,Fluoride
2009,17.8881395,79.16190809999999,Fluoride
2009,17.5091378,79.804459,Fluoride
2009,17.5091378,79.804459,Fluoride
2009,18.2380194,83.6959992,Fluoride
2009,18.2380194,83.6959992,Fluoride
2009,18.2380194,83.6959992,Fluoride
2009,18.2820684,83.8247623,Salinity
2009,18.3497368,83.7583918,Fluoride
2009,18.5191398,83.8022149,Salinity
2009,18.671752,83.9506104,Salinity
2009,18.5206315,83.8936796,Salinity
2009,18.5206315,83.8936796,Salinity
2009,18.2969747,83.8967813,Salinity
2009,18.3764255,84.099966,Salinity
2009,18.3764255,84.099966,Salinity
2009,18.3764255,84.099966,Salinity
2009,18.3764255,84.099966,Salinity
2009,18.3764255,84.099966,Salinity
2009,18.3764255,84.099966,Salinity
2009,18.3764255,84.099966,Salinity
2009,18.3764255,84.099966,Salinity
2009,18.3764255,84.099966,Salinity
2009,18.3764255,84.099966,Salinity
2009,18.3764255,84.099966,Salinity
2009,18.3764255,84.099966,Salinity
2009,18.3764255,84.099966,Salinity
2009,18.3764255,84.099966,Salinity
2009,18.3764255,84.099966,Salinity
2009,18.3764255,84.099966,Salinity
2009,18.4163638,84.0459255,Salinity
2009,18.4163638,84.0459255,Salinity
2009,18.4163638,84.0459255,Salinity
2009,18.5105679,84.0418536,Salinity
2009,18.5105679,84.0418536,Salinity
2009,18.5936781,84.0524237,Salinity
2009,18.5936781,84.0524237,Salinity
2009,18.5936781,84.0524237,Salinity
2009,18.5936781,84.0524237,Salinity
2009,18.5936781,84.0524237,Salinity
2009,18.5936781,84.0524237,Salinity
2009,18.5184138,84.151428,Salinity
2009,18.5364165,84.208117,Salinity
2009,18.5364165,84.208117,Salinity
2009,18.5364165,84.208117,Salinity
2009,18.5364165,84.208117,Salinity
2009,18.5364165,84.208117,Salinity
2009,18.5364165,84.208117,Salinity
2009,18.5364165,84.208117,Salinity
2009,18.5364165,84.208117,Salinity
2009,18.5364165,84.208117,Salinity
